word,wordlen,speak_time,stop_time,period
sir,3,0.18000000000000005,0.0,0
matthew,7,0.36,0.0,0
thompson,8,0.72,0.5100000000000002,0
is,2,0.3299999999999996,0.0,0
our,3,0.20999999999999996,0.0,0
first,5,0.5700000000000003,0.06000000000000005,0
finalist,8,0.6433200000000001,0.0,0
today,5,0.2866799999999996,0.0,1
he's,4,0.2400000000000002,0.0,0
from,4,0.15000000000000036,0.0,0
the,3,0.08999999999999986,0.0,0
university,10,0.75,0.23999999999999932,0
of,2,0.1200000000000001,0.0,0
queensland,10,0.6600000000000001,0.6000000000000005,0
in,2,0.11999999999999922,0.0,0
the,3,0.09000000000000075,0.0,0
school,6,0.5099999999999998,0.08999999999999986,0
of,2,0.15000000000000036,0.0,0
psychology,10,0.6899999999999995,0.0,0
and,3,0.15000000000000036,0.0,0
national,8,0.4499999999999993,0.0,0
i,1,0.120000000000001,0.0,0
see,3,0.20999999999999908,0.0,0
t,1,0.21000000000000085,0.0,0
australia,9,0.5099999999999998,0.2699999999999996,0
faculty,7,0.7200000000000006,0.20999999999999908,0
of,2,0.15000000000000036,0.0,0
social,6,0.5099999999999998,0.0,0
and,3,0.21000000000000085,0.0,0
behavioral,10,0.4499999999999993,0.02999999999999936,0
sciences,8,0.7800000000000011,1.1999999999999993,1
the,3,0.15000000000000036,0.0,0
name,4,0.2699999999999996,0.0,0
of,2,0.120000000000001,0.0,0
his,3,0.15000000000000036,0.0,0
thesis,6,0.629999999999999,0.2699999999999996,0
is,2,0.2003699999999995,0.0,0
structure,9,0.45963000000000065,0.0,0
and,3,0.120000000000001,0.0,0
features,8,0.5999999999999979,0.060000000000002274,0
in,2,0.14999999999999858,0.0,0
complex,7,0.5399999999999991,0.0,0
visual,6,0.360000000000003,0.0,0
stimuli,7,0.7199999999999989,0.35999999999999943,0
assisting,9,0.4800000000000004,0.0,0
identification,14,0.8399999999999999,0.030000000000001137,0
in,2,0.14999999999999858,0.0,0
forensics,9,0.8099999999999987,0.33000000000000185,1
and,3,0.41999999999999815,0.060000000000002274,0
the,3,0.120000000000001,0.0,0
short,5,0.3299999999999983,0.0,0
name,4,0.3299999999999983,0.0,0
for,3,0.2700000000000031,0.0,0
us,2,0.23999999999999844,0.0,0
here,4,0.14999999999999858,0.0,0
today,5,0.38315600000000316,0.006845999999999464,0
is,2,0.11999999999999744,0.0,0
been,4,0.26999800000000107,0.030000000000001137,0
translates,10,0.5700000000000003,0.0035050000000005355,0
into,4,0.17649499999999918,0.0,0
the,3,0.08999999999999986,0.0,0
three,5,0.23999999999999844,0.0,0
minute,6,0.240000000000002,0.0,0
version,7,0.4800000000000004,0.5700000000000003,0
suspect,7,0.8399999999999999,0.2099999999999973,0
science,7,0.9000000000000021,0.2099999999999973,0
and,3,0.21000000000000085,0.0,0
see,3,0.21000000000000085,0.0,0
his,3,0.120000000000001,0.006588000000000704,0
i,1,0.3234119999999976,0.3000000000000007,1
would,5,0.14999999999999858,0.0,0
you,3,0.08999999999999986,0.0,0
please,6,0.240000000000002,0.0,0
make,4,0.2699999999999996,0.3522729999999967,0
very,4,0.27772700000000583,0.0,0
well,4,0.14999999999999858,1.769999999999996,1
i,1,0.12000000000000455,0.0,0
used,4,0.269999999999996,0.0,0
to,2,0.060000000000002274,0.0,0
think,5,0.39000000000000057,0.0899999999999963,0
that,4,0.12000000000000455,0.0,0
when,4,0.11999999999999744,0.0,0
a,1,0.060000000000002274,0.0,0
crime,5,0.3299999999999983,0.0,0
was,3,0.11999999999999744,0.0,0
committed,9,0.4200000000000017,0.12000000000000455,0
the,3,0.0899999999999963,0.0,0
police,6,0.35999999999999943,0.0,0
dusted,6,0.39000000000000057,0.0,0
for,3,0.11999999999999744,0.0,0
fingerprints,12,0.6900000000000048,0.030000000000001137,0
put,3,0.20999999999999375,0.0,0
them,4,0.12000000000000455,0.0,0
into,4,0.17999999999999972,0.0,0
a,1,0.060000000000002274,0.0,0
computer,8,0.5399999999999991,0.21000000000000085,0
and,3,0.14626799999999918,0.0037319999999994025,0
up,2,0.11999999999999744,0.0,0
pop,3,0.21000000000000085,0.0,0
the,3,0.09000000000000341,0.0,0
driver's,8,0.35999999999999943,0.0,0
license,7,0.39000000000000057,0.0,0
with,4,0.09235799999999728,0.0,0
the,3,0.0576420000000013,0.0,0
person,6,0.35999999999999943,0.0,0
who,3,0.0899999999999963,0.030000000000001137,0
committed,9,0.30000000000000426,0.0,0
the,3,0.0899999999999963,0.0,0
crime,5,0.3299999999999983,0.0,0
right,5,0.2700000000000031,0.6300000000000026,1
well,4,0.11999999999999744,0.009954000000000462,0
unfortunately,13,0.8000460000000018,0.02999999999999403,0
it's,4,0.17999999999999972,0.0,0
not,3,0.21000000000000085,0.0,0
that,4,0.15000000000000568,0.0,0
easy,4,0.35999999999999943,0.29999999999999716,1
contrary,8,0.39000000000000057,0.0,0
to,2,0.0899999999999963,0.0,0
what,4,0.12000000000000455,0.0,0
you,3,0.0899999999999963,0.0,0
see,3,0.17999999999999972,0.0,0
on,2,0.12000000000000455,0.0,0
c,1,0.17999999999999972,0.0,0
s,1,0.17999999999999972,0.0,0
i,1,0.29999999999999716,0.12000000000000455,0
it's,4,0.17999999999999972,0.0,0
not,3,0.20999999999999375,0.0,0
computers,9,0.5700000000000003,0.0,0
that,4,0.12000000000000455,0.0,0
match,5,0.240000000000002,0.0,0
prince,6,0.509999999999998,0.0899999999999963,1
it's,4,0.21000000000000085,0.0,0
humans,6,0.75,0.7800000000000011,1
this,4,0.35999999999999943,0.030000000000001137,0
is,2,0.14999999999999858,0.0,0
a,1,0.060000000000002274,0.0,0
fingerprint,11,0.4799999999999969,0.0,0
examiner,8,0.480000000000004,0.269999999999996,0
and,3,0.14999999999999858,0.0,0
his,3,0.21000000000000085,0.0,0
job,3,0.21000000000000085,0.0,0
is,2,0.09000000000000341,0.0,0
to,2,0.0899999999999963,0.0,0
look,4,0.240000000000002,0.0,0
back,4,0.2700000000000031,0.0,0
and,3,0.0899999999999963,0.0,0
forth,5,0.29999999999999716,0.0,0
that,4,0.09000000000000341,0.0,0
a,1,0.060000000000002274,0.0,0
pair,4,0.29999999999999716,0.0,0
of,2,0.09000000000000341,0.0,0
prince,6,0.509999999999998,0.14999999999999858,0
and,3,0.14999999999999858,0.0,0
decide,6,0.6300000000000026,0.17999999999999972,0
whether,7,0.2700000000000031,0.0,0
the,3,0.0899999999999963,0.0,0
crime,5,0.39000000000000057,0.0,0
scene,5,0.2700000000000031,0.0,0
print,5,0.35999999999999943,0.14999999999999858,0
