word,wordlen,speak_time,stop_time,period
look,4,0.20999999999999996,0.0,0
at,2,0.08999999999999986,0.0,0
these,5,0.17999999999999972,0.0,0
images,6,0.5700000000000003,0.05999999999999961,0
now,3,0.3000000000000007,0.05999999999999961,0
tell,4,0.17999999999999972,0.0,0
me,2,0.2400000000000002,0.0,0
which,5,0.20999999999999996,0.0,0
obama,5,0.4500000000000002,0.0,0
here,4,0.2999999999999998,0.0,0
is,2,0.1200000000000001,0.0,0
real,4,0.41999999999999993,0.4500000000000002,0
to,2,0.15000000000000036,0.0,0
help,4,0.2400000000000002,0.0,0
families,8,0.5099999999999998,0.02999999999999936,0
refinance,9,0.5999999999999996,0.0,0
their,5,0.15000000000000036,0.0,0
homes,5,0.4800000000000004,0.629999999999999,0
to,2,0.15000000000000036,0.0,0
invest,6,0.39000000000000057,0.0,0
in,2,0.08999999999999986,0.012270000000000891,0
things,6,0.3177299999999992,0.0,0
like,4,0.2400000000000002,0.0,0
hi,2,0.17999999999999972,0.0,0
tech,4,0.21000000000000085,0.0,0
manufacturing,13,0.8399999999999999,0.29999999999999893,0
clean,5,0.33000000000000007,0.0,0
energy,6,0.4800000000000004,0.2699999999999996,0
and,3,0.21000000000000085,0.0,0
the,3,0.08999999999999986,0.0,0
infrastructure,14,0.7162009999999999,0.008198999999999401,0
the,3,0.11560000000000059,0.0,0
crates,6,0.45000000000000107,0.05999999999999872,0
good,4,0.3000000000000007,0.0,0
new,3,0.14999999999999858,0.0,0
jobs,4,0.6000000000000014,0.629999999999999,0
and,3,0.14999999999999858,0.0,0
he,2,0.060000000000002274,0.00722899999999882,0
won,3,0.26277100000000075,0.8399999999999999,0
the,3,0.17999999999999972,0.0,0
answer,6,0.33000000000000185,0.0,0
is,2,0.35999999999999943,0.029999999999997584,0
none,4,0.3000000000000007,0.0,0
of,2,0.08999999999999986,0.0,0
them,4,0.35999999999999943,1.5,0
none,4,0.33000000000000185,0.0,0
of,2,0.08999999999999986,0.0,0
this,4,0.21000000000000085,0.0,0
is,2,0.11999999999999744,0.0,0
actually,8,0.3626130000000032,0.0,0
a,1,0.05738699999999852,0.00637400000000099,0
real,4,0.503625999999997,0.21000000000000085,0
so,2,0.21000000000000085,0.0,0
let,3,0.14999999999999858,0.0,0
me,2,0.08999999999999986,0.0,0
tell,4,0.21000000000000085,0.0,0
you,3,0.120000000000001,0.0,0
